,text,created_at,place,hashtags,subjectivity,polarity,analysis,tokenized_tw
3188,faze  in  remember we still do not have a cure for  so still wear a fucken mask    ,thu jul 30 01:15:12 +0000 2020,"toronto, ontario",toronto covid19,0.0,0.0,neutral,"['faze', 'in', 'remember', 'we', 'still', 'do', 'not', 'have', 'a', 'cure', 'for', 'so', 'still', 'wear', 'a', 'fucken', 'mask']"
3189,a little slice of my happiness diy date night at home in lockdown times cant get over the fact how precious this girl isquarantineandchill quarantinelife datenight datenightathome ,thu jul 30 01:55:09 +0000 2020,"toronto, ontario",quarantineandchill quarantinelife datenight datenightathome,0.5666666666666667,0.33749999999999997,positive,"['a', 'little', 'slice', 'of', 'my', 'happiness', 'diy', 'date', 'night', 'at', 'home', 'in', 'lockdown', 'times', 'cant', 'get', 'over', 'the', 'fact', 'how', 'precious', 'this', 'girl', 'isquarantineandchill', 'quarantinelife', 'datenight', 'datenightathome']"
3190,maybe hes not coming back   east york  june           ,thu jul 30 00:04:50 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['maybe', 'hes', 'not', 'coming', 'back', 'east', 'york', 'june']"
3191,social media users more likely to believe false  conspiracies people who get their news from social media platforms like facebook and twitter are more likely to have misperceptions about  pandemic warn researchers the study  tech,fri jul 31 21:53:01 +0000 2020,"brampton, ontario",tech,0.5333333333333333,0.09523809523809522,positive,"['social', 'media', 'users', 'more', 'likely', 'to', 'believe', 'false', 'conspiracies', 'people', 'who', 'get', 'their', 'news', 'from', 'social', 'media', 'platforms', 'like', 'facebook', 'and', 'twitter', 'are', 'more', 'likely', 'to', 'have', 'misperceptions', 'about', 'pandemic', 'warn', 'researchers', 'the', 'study', 'tech']"
3192,today is friday july  today is the first day of stage  of the coronavirus pandemic in  dining in restaurants are now legal but the restaurants must follow social distancing and screening ,sat aug 01 00:47:50 +0000 2020,"toronto, ontario",<na>,0.19999999999999998,0.16111111111111112,positive,"['today', 'is', 'friday', 'july', 'today', 'is', 'the', 'first', 'day', 'of', 'stage', 'of', 'the', 'coronavirus', 'pandemic', 'in', 'dining', 'in', 'restaurants', 'are', 'now', 'legal', 'but', 'the', 'restaurants', 'must', 'follow', 'social', 'distancing', 'and', 'screening']"
3193,jampj  vaccine protected monkey in single shot new york july  a leading candidate of  vaccine developed by global healthcare company johnson amp johnson raised neutralising antibodies and robustly protected monkeys   health,fri jul 31 07:21:02 +0000 2020,"brampton, ontario",covid19 health,0.19376623376623375,0.022987012987012986,positive,"['jampj', 'vaccine', 'protected', 'monkey', 'in', 'single', 'shot', 'new', 'york', 'july', 'a', 'leading', 'candidate', 'of', 'vaccine', 'developed', 'by', 'global', 'healthcare', 'company', 'johnson', 'amp', 'johnson', 'raised', 'neutralising', 'antibodies', 'and', 'robustly', 'protected', 'monkeys', 'health']"
3194, years ago at caribana in  canada before social distancing caribana toronto canada throwback goodtimes worldwide party carnival blessed nofilter worldtraveler miamilifemy new miami ,fri jul 31 23:46:42 +0000 2020,"toronto, ontario",caribana toronto canada throwback goodtimes worldwide party carnival blessed nofilter worldtraveler miamilife,0.2606060606060606,0.08484848484848484,positive,"['years', 'ago', 'at', 'caribana', 'in', 'canada', 'before', 'social', 'distancing', 'caribana', 'toronto', 'canada', 'throwback', 'goodtimes', 'worldwide', 'party', 'carnival', 'blessed', 'nofilter', 'worldtraveler', 'miamilifemy', 'new', 'miami']"
3195, cranes      june           ,fri jul 31 04:53:16 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['cranes', 'june']"
3196,finally a real meal i need a quarantine haircut hotpot  quarantinemeals socialdistancing mealswithfriends imissoutside    ,fri jul 31 22:39:45 +0000 2020,"toronto, ontario",hotpot quarantinemeals socialdistancing mealswithfriends imissoutside,0.30000000000000004,0.2,positive,"['finally', 'a', 'real', 'meal', 'i', 'need', 'a', 'quarantine', 'haircut', 'hotpot', 'quarantinemeals', 'socialdistancing', 'mealswithfriends', 'imissoutside']"
3197,today is thursday july  camh hospitals coronavirus screening process where they screen everyone like the airport amp court houses who goes into their buildings to ensure they dont have coronavirus or at ,thu jul 30 16:14:20 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['today', 'is', 'thursday', 'july', 'camh', 'hospitals', 'coronavirus', 'screening', 'process', 'where', 'they', 'screen', 'everyone', 'like', 'the', 'airport', 'amp', 'court', 'houses', 'who', 'goes', 'into', 'their', 'buildings', 'to', 'ensure', 'they', 'dont', 'have', 'coronavirus', 'or', 'at']"
3198,social distancing bubbles stages  masks no masks sanitizers hand washing bylaws corona   a reporter from  life hit me up for a number of contacts to speak to couples who got married ,thu jul 30 10:49:38 +0000 2020,"toronto, ontario",<na>,0.15833333333333333,0.14166666666666666,positive,"['social', 'distancing', 'bubbles', 'stages', 'masks', 'no', 'masks', 'sanitizers', 'hand', 'washing', 'bylaws', 'corona', 'a', 'reporter', 'from', 'life', 'hit', 'me', 'up', 'for', 'a', 'number', 'of', 'contacts', 'to', 'speak', 'to', 'couples', 'who', 'got', 'married']"
3199,top tenreasons for tripping   danforth  june            ,wed jul 29 21:41:55 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.5,0.5,positive,"['top', 'tenreasons', 'for', 'tripping', 'danforth', 'june']"
3200,getting out of mortgage debt starts with simple strategies  in addition to accelerated biweekly payments try rounding up your payment to the nearest hundred bucksevery little bit helps ,thu jul 30 13:06:30 +0000 2020,"toronto, ontario",covid19,0.4285714285714286,-0.09375,negative,"['getting', 'out', 'of', 'mortgage', 'debt', 'starts', 'with', 'simple', 'strategies', 'in', 'addition', 'to', 'accelerated', 'biweekly', 'payments', 'try', 'rounding', 'up', 'your', 'payment', 'to', 'the', 'nearest', 'hundred', 'bucksevery', 'little', 'bit', 'helps']"
3201,obey   queen street west  june  graffiti          ,fri jul 31 21:36:18 +0000 2020,"toronto, ontario",covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['obey', 'queen', 'street', 'west', 'june', 'graffiti']"
3202,todays motivational post have a blessed day everyone  flattenthecurve teamgogetters selfmotivation positivemindset simplereminders bestrong beproud positivevibes focused persistence ambition inittowinit ,thu jul 30 13:17:31 +0000 2020,"toronto, ontario",flattenthecurve teamgogetters selfmotivation positivemindset simplereminders bestrong beproud positivevibes focused persistence ambition inittowinit,0.0,0.0,neutral,"['todays', 'motivational', 'post', 'have', 'a', 'blessed', 'day', 'everyone', 'flattenthecurve', 'teamgogetters', 'selfmotivation', 'positivemindset', 'simplereminders', 'bestrong', 'beproud', 'positivevibes', 'focused', 'persistence', 'ambition', 'inittowinit']"
3203,eid mubarak to all who celebrate it amp happy long weekend for my canadeh  friendsamp to all have a wonderful weekend amp safe one as we are opening up lets not all go  crazy just keep social distancing amp safe  ,fri jul 31 04:31:14 +0000 2020,"brampton, ontario",<na>,0.6238095238095239,0.31190476190476196,positive,"['eid', 'mubarak', 'to', 'all', 'who', 'celebrate', 'it', 'amp', 'happy', 'long', 'weekend', 'for', 'my', 'canadeh', 'friendsamp', 'to', 'all', 'have', 'a', 'wonderful', 'weekend', 'amp', 'safe', 'one', 'as', 'we', 'are', 'opening', 'up', 'lets', 'not', 'all', 'go', 'crazy', 'just', 'keep', 'social', 'distancing', 'amp', 'safe']"
3204,there has been a big push over the last few weeks of new listing of condos coming to the marketsome of the reasons for this increase in condo supply have beenpent up sellers who could not sell during  ,wed jul 29 18:55:50 +0000 2020,"toronto, ontario",<na>,0.1803030303030303,-0.015909090909090914,negative,"['there', 'has', 'been', 'a', 'big', 'push', 'over', 'the', 'last', 'few', 'weeks', 'of', 'new', 'listing', 'of', 'condos', 'coming', 'to', 'the', 'marketsome', 'of', 'the', 'reasons', 'for', 'this', 'increase', 'in', 'condo', 'supply', 'have', 'beenpent', 'up', 'sellers', 'who', 'could', 'not', 'sell', 'during']"
3205,are you in need of a massive backyard overhaul does your front yard have zero curb appeal let me guess since  hit youre now thinking about a pool well we have you covered in every landscapehardscape ,fri jul 31 23:45:36 +0000 2020,"toronto, ontario",<na>,1.0,0.0,neutral,"['are', 'you', 'in', 'need', 'of', 'a', 'massive', 'backyard', 'overhaul', 'does', 'your', 'front', 'yard', 'have', 'zero', 'curb', 'appeal', 'let', 'me', 'guess', 'since', 'hit', 'youre', 'now', 'thinking', 'about', 'a', 'pool', 'well', 'we', 'have', 'you', 'covered', 'in', 'every', 'landscapehardscape']"
3206,blm updates to graffitialley   queen street west  june  graffiti       ,fri jul 31 21:46:32 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3207,blm updates to graffitialley   queen street west  june  graffiti       ,fri jul 31 21:44:28 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3208,today is wednesday july   my recommended process to camh hospital in order to comply with the  review boards court orders and the government of s laws during the coronavirus pandemic and ,wed jul 29 22:53:27 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['today', 'is', 'wednesday', 'july', 'my', 'recommended', 'process', 'to', 'camh', 'hospital', 'in', 'order', 'to', 'comply', 'with', 'the', 'review', 'boards', 'court', 'orders', 'and', 'the', 'government', 'of', 's', 'laws', 'during', 'the', 'coronavirus', 'pandemic', 'and']"
3209,blm updates to graffitialley   queen street west  june  graffiti       ,fri jul 31 23:32:18 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3210,dinner for one   east york  june             ,thu jul 30 00:11:31 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['dinner', 'for', 'one', 'east', 'york', 'june']"
3211,another of steves music a classic queen st west establishment   queen street west  june  stevesmusic     ,thu jul 30 18:01:44 +0000 2020,"toronto, ontario",covid19 stevesmusic cityscape photodocumentary ig_street urbanstreetphotography,0.16666666666666666,0.16666666666666666,positive,"['another', 'of', 'steves', 'music', 'a', 'classic', 'queen', 'st', 'west', 'establishment', 'queen', 'street', 'west', 'june', 'stevesmusic']"
3212,yes  at a  screening of shrek  sad day when the oscar went else where raisedonbritishsteel fuckyourbadvibes goodvibesonly motoagent triumphmotorcycles maryqueenofscots thruxton    drivein ,fri jul 31 04:24:01 +0000 2020,"oakville, ontario",raisedonbritishsteel fuckyourbadvibes goodvibesonly motoagent triumphmotorcycles maryqueenofscots thruxton,1.0,-0.5,negative,"['yes', 'at', 'a', 'screening', 'of', 'shrek', 'sad', 'day', 'when', 'the', 'oscar', 'went', 'else', 'where', 'raisedonbritishsteel', 'fuckyourbadvibes', 'goodvibesonly', 'motoagent', 'triumphmotorcycles', 'maryqueenofscots', 'thruxton', 'drivein']"
3213,today is wednesday july  coronavirus pandemic update from john tory  mayor   to go into stage  this friday july  hinhhuynh hinhhuynh engineer mba dad athlete ,wed jul 29 17:50:17 +0000 2020,"toronto, ontario",engineer mba dad athlete,0.0,0.0,neutral,"['today', 'is', 'wednesday', 'july', 'coronavirus', 'pandemic', 'update', 'from', 'john', 'tory', 'mayor', 'to', 'go', 'into', 'stage', 'this', 'friday', 'july', 'hinhhuynh', 'hinhhuynh', 'engineer', 'mba', 'dad', 'athlete']"
3214,todays haul from whitbyfarmersmarket  i am thankful that  has taken that away from me this summer  farmers markets are something i look forward each year there is nothing better than fresh fruits and ,thu jul 30 00:11:14 +0000 2020,"whitby, ontario",<na>,0.5,0.4,positive,"['todays', 'haul', 'from', 'whitbyfarmersmarket', 'i', 'am', 'thankful', 'that', 'has', 'taken', 'that', 'away', 'from', 'me', 'this', 'summer', 'farmers', 'markets', 'are', 'something', 'i', 'look', 'forward', 'each', 'year', 'there', 'is', 'nothing', 'better', 'than', 'fresh', 'fruits', 'and']"
3215,fixing the power outage      june           ,thu jul 30 03:05:08 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['fixing', 'the', 'power', 'outage', 'june']"
3216,on point event bulletin tba summer tune up basketball camp august rd to august th  bambb psa attention all family and friends our facilities are back open in a  approved settingthis ,thu jul 30 21:18:03 +0000 2020,"toronto, ontario",<na>,0.25,0.0,neutral,"['on', 'point', 'event', 'bulletin', 'tba', 'summer', 'tune', 'up', 'basketball', 'camp', 'august', 'rd', 'to', 'august', 'th', 'bambb', 'psa', 'attention', 'all', 'family', 'and', 'friends', 'our', 'facilities', 'are', 'back', 'open', 'in', 'a', 'approved', 'settingthis']"
3217,when there is no obstacles to jaywalking people follow the rules   danforth  june         ,wed jul 29 19:04:26 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery,0.0,0.025,positive,"['when', 'there', 'is', 'no', 'obstacles', 'to', 'jaywalking', 'people', 'follow', 'the', 'rules', 'danforth', 'june']"
3218,car sales are down where can you go      june          ,thu jul 30 03:03:54 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.2888888888888889,-0.15555555555555559,negative,"['car', 'sales', 'are', 'down', 'where', 'can', 'you', 'go', 'june']"
3219,posted withregram  queeribbeantoronto having carnival tabanca come out and join us for a lil caribana lime on the islands on saturday august st please be mindful of  and bring your own masks sanitizers ,sat aug 01 01:28:18 +0000 2020,"toronto, ontario",<na>,1.0,0.6,positive,"['posted', 'withregram', 'queeribbeantoronto', 'having', 'carnival', 'tabanca', 'come', 'out', 'and', 'join', 'us', 'for', 'a', 'lil', 'caribana', 'lime', 'on', 'the', 'islands', 'on', 'saturday', 'august', 'st', 'please', 'be', 'mindful', 'of', 'and', 'bring', 'your', 'own', 'masks', 'sanitizers']"
3220,classics   east york  june            ,wed jul 29 21:50:07 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['classics', 'east', 'york', 'june']"
3221,posted withregram  hushhushbar update as the province moves into stage  today we  be offering limited inside seating with social distancing and increased safety measures in place as always lets be on ,fri jul 31 18:26:24 +0000 2020,"toronto, ontario",<na>,0.10476190476190475,-0.019047619047619046,negative,"['posted', 'withregram', 'hushhushbar', 'update', 'as', 'the', 'province', 'moves', 'into', 'stage', 'today', 'we', 'be', 'offering', 'limited', 'inside', 'seating', 'with', 'social', 'distancing', 'and', 'increased', 'safety', 'measures', 'in', 'place', 'as', 'always', 'lets', 'be', 'on']"
3222,happy freedom friday  stage  babywe have come a long way since the state of emerg and social distancing hasnt been easy i think we should be happy but at the same time lets all keep doing the right ,fri jul 31 05:19:25 +0000 2020,"toronto, ontario",<na>,0.5658163265306122,0.3289115646258503,positive,"['happy', 'freedom', 'friday', 'stage', 'babywe', 'have', 'come', 'a', 'long', 'way', 'since', 'the', 'state', 'of', 'emerg', 'and', 'social', 'distancing', 'hasnt', 'been', 'easy', 'i', 'think', 'we', 'should', 'be', 'happy', 'but', 'at', 'the', 'same', 'time', 'lets', 'all', 'keep', 'doing', 'the', 'right']"
3223,alarm highrise residential north yorklawrence avenue corona street  dufferin streetdispatched    edtstn  aerial distchief pumper pumper pumper squadgeneral area,thu jul 30 12:52:08 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['alarm', 'highrise', 'residential', 'north', 'yorklawrence', 'avenue', 'corona', 'street', 'dufferin', 'streetdispatched', 'edtstn', 'aerial', 'distchief', 'pumper', 'pumper', 'pumper', 'squadgeneral', 'area']"
3224,summer blooms  summerflowers lillies socialdistancing walkingthedog mytoronto toronto leaside davisvillevillage bayviewandeglinton sherwoodpark summer torontotogether    ,fri jul 31 13:30:32 +0000 2020,"toronto, ontario",summerflowers lillies socialdistancing walkingthedog mytoronto toronto leaside davisvillevillage bayviewandeglinton sherwoodpark summer torontotogether,0.0,0.0,neutral,"['summer', 'blooms', 'summerflowers', 'lillies', 'socialdistancing', 'walkingthedog', 'mytoronto', 'toronto', 'leaside', 'davisvillevillage', 'bayviewandeglinton', 'sherwoodpark', 'summer', 'torontotogether']"
3225,greasy spoon   danforth  june             ,wed jul 29 19:06:01 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['greasy', 'spoon', 'danforth', 'june']"
3226,other countries canadians can travel to antiguayou can fly here at the discretion of local authorities a  pcr test may be conducted upon arrival upon return to canada you  have to selfisolate for ,fri jul 31 20:28:18 +0000 2020,"toronto, ontario",<na>,0.425,0.225,positive,"['other', 'countries', 'canadians', 'can', 'travel', 'to', 'antiguayou', 'can', 'fly', 'here', 'at', 'the', 'discretion', 'of', 'local', 'authorities', 'a', 'pcr', 'test', 'may', 'be', 'conducted', 'upon', 'arrival', 'upon', 'return', 'to', 'canada', 'you', 'have', 'to', 'selfisolate', 'for']"
3227,working from home can be a pain  in your neck shoulders back and moreset up your home office for success with an ergonomics assessment with a registered physiotherapist and start working pain freebook ,fri jul 31 15:27:28 +0000 2020,"toronto, ontario",<na>,0.0,0.15,positive,"['working', 'from', 'home', 'can', 'be', 'a', 'pain', 'in', 'your', 'neck', 'shoulders', 'back', 'and', 'moreset', 'up', 'your', 'home', 'office', 'for', 'success', 'with', 'an', 'ergonomics', 'assessment', 'with', 'a', 'registered', 'physiotherapist', 'and', 'start', 'working', 'pain', 'freebook']"
3228,todays motivational post have a blessed day everyone  flattenthecurve teamgogetters selfmotivation positivemindset simplereminders bestrong beproud positivevibes focused persistence ambition ,wed jul 29 13:41:35 +0000 2020,"toronto, ontario",flattenthecurve teamgogetters selfmotivation positivemindset simplereminders bestrong beproud positivevibes focused persistence ambition,0.0,0.0,neutral,"['todays', 'motivational', 'post', 'have', 'a', 'blessed', 'day', 'everyone', 'flattenthecurve', 'teamgogetters', 'selfmotivation', 'positivemindset', 'simplereminders', 'bestrong', 'beproud', 'positivevibes', 'focused', 'persistence', 'ambition']"
3229,this eid aladha brings lots of surprises withbthe blessings of allah swt were able to pray eid salat in the masjid has to book the spots few days in advance and with proper social distancing prayed eid namaz ,fri jul 31 22:50:12 +0000 2020,"brampton, ontario",<na>,0.22291666666666665,0.08333333333333333,positive,"['this', 'eid', 'aladha', 'brings', 'lots', 'of', 'surprises', 'withbthe', 'blessings', 'of', 'allah', 'swt', 'were', 'able', 'to', 'pray', 'eid', 'salat', 'in', 'the', 'masjid', 'has', 'to', 'book', 'the', 'spots', 'few', 'days', 'in', 'advance', 'and', 'with', 'proper', 'social', 'distancing', 'prayed', 'eid', 'namaz']"
3230,one of the best greasy spoons in east york      june        ,fri jul 31 21:51:26 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.3,1.0,positive,"['one', 'of', 'the', 'best', 'greasy', 'spoons', 'in', 'east', 'york', 'june']"
3231,as we are entering stage  of the province opening we are excited to announce we  be offering summer camps in the month of august all athletes  participate in social distancing at our camps for ,fri jul 31 22:14:13 +0000 2020,"brampton, ontario",<na>,0.4083333333333333,0.20416666666666666,positive,"['as', 'we', 'are', 'entering', 'stage', 'of', 'the', 'province', 'opening', 'we', 'are', 'excited', 'to', 'announce', 'we', 'be', 'offering', 'summer', 'camps', 'in', 'the', 'month', 'of', 'august', 'all', 'athletes', 'participate', 'in', 'social', 'distancing', 'at', 'our', 'camps', 'for']"
3232,beat of the week july th   for more exclusives or dm beat beatoftheweek beatoftheday banger jayz world type typebeats quarantine stayhome sample instrumental discover talent ,wed jul 29 18:30:59 +0000 2020,"toronto, ontario",beat beatoftheweek beatoftheday banger jay world type typebeats quarantine stayhome sample instrumental discover talent,0.5,0.5,positive,"['beat', 'of', 'the', 'week', 'july', 'th', 'for', 'more', 'exclusives', 'or', 'dm', 'beat', 'beatoftheweek', 'beatoftheday', 'banger', 'jayz', 'world', 'type', 'typebeats', 'quarantine', 'stayhome', 'sample', 'instrumental', 'discover', 'talent']"
3233,alarm highrise residential north yorklawrence avenue corona street  dufferin streetdispatched    edtstn  aerial distchief pumper pumper rescuegeneral area,wed jul 29 13:32:05 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['alarm', 'highrise', 'residential', 'north', 'yorklawrence', 'avenue', 'corona', 'street', 'dufferin', 'streetdispatched', 'edtstn', 'aerial', 'distchief', 'pumper', 'pumper', 'rescuegeneral', 'area']"
3234,blm updates to graffitialley   queen street west  june   graffiti       ,fri jul 31 23:33:01 +0000 2020,"toronto, ontario",graffitialley covid19 bw graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3235,mexican feast in vaughan  thank goodness for patios  or not   mariachis ,fri jul 31 23:28:15 +0000 2020,"vaughan, ontario",<na>,0.0,0.0,neutral,"['mexican', 'feast', 'in', 'vaughan', 'thank', 'goodness', 'for', 'patios', 'or', 'not', 'mariachis']"
3236,today is wednesday july   my recommended process to camh hospital in order to comply with the  review boards court orders and the government of s laws during the coronavirus pandemic and ,wed jul 29 13:49:25 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['today', 'is', 'wednesday', 'july', 'my', 'recommended', 'process', 'to', 'camh', 'hospital', 'in', 'order', 'to', 'comply', 'with', 'the', 'review', 'boards', 'court', 'orders', 'and', 'the', 'government', 'of', 's', 'laws', 'during', 'the', 'coronavirus', 'pandemic', 'and']"
3237,houses of east york   east york  june            ,thu jul 30 00:15:24 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['houses', 'of', 'east', 'york', 'east', 'york', 'june']"
3238,today is thursday july  camh hospitals coronavirus screening process where they screen everyone like the airport amp court houses who goes into their buildings to ensure they dont have coronavirus or at ,thu jul 30 16:10:23 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['today', 'is', 'thursday', 'july', 'camh', 'hospitals', 'coronavirus', 'screening', 'process', 'where', 'they', 'screen', 'everyone', 'like', 'the', 'airport', 'amp', 'court', 'houses', 'who', 'goes', 'into', 'their', 'buildings', 'to', 'ensure', 'they', 'dont', 'have', 'coronavirus', 'or', 'at']"
3239,safety wearmask mask   wearmask wearmasksavelives canarmor canadianarmour mask protection militarysurplus  canarmor ltd ,sat aug 01 22:04:15 +0000 2020,"richmond hill, ontario",safety wearmask mask covid19 covid_19 wearmask wearmasksavelives canarmor canadianarmour covidmask protection militarysurplus,0.0,0.0,neutral,"['safety', 'wearmask', 'mask', 'wearmask', 'wearmasksavelives', 'canarmor', 'canadianarmour', 'mask', 'protection', 'militarysurplus', 'canarmor', 'ltd']"
3240,workfromhome  willow beach park ,sat aug 01 22:46:28 +0000 2020,"georgina, ontario",workfromhome,0.0,0.0,neutral,"['workfromhome', 'willow', 'beach', 'park']"
3241,the name caribana was invented by the organizers to capture the notions of canada the caribbean bacchanal and merrymakingtoday would have been s rd annual caribana celebration due to  we ,sat aug 01 23:10:55 +0000 2020,"toronto, ontario",caribana caribbean bacchanal,0.375,-0.125,negative,"['the', 'name', 'caribana', 'was', 'invented', 'by', 'the', 'organizers', 'to', 'capture', 'the', 'notions', 'of', 'canada', 'the', 'caribbean', 'bacchanal', 'and', 'merrymakingtoday', 'would', 'have', 'been', 's', 'rd', 'annual', 'caribana', 'celebration', 'due', 'to', 'we']"
3242,pandemic leads to higher depression anxiety and fear study new research adds to the growing body of evidence that  pandemic is causing higher levels of depression anxiety suicidal tendencies and psychological trauma among   health,sat aug 01 22:14:31 +0000 2020,"brampton, ontario",covid19 health,0.38863636363636367,0.1590909090909091,positive,"['pandemic', 'leads', 'to', 'higher', 'depression', 'anxiety', 'and', 'fear', 'study', 'new', 'research', 'adds', 'to', 'the', 'growing', 'body', 'of', 'evidence', 'that', 'pandemic', 'is', 'causing', 'higher', 'levels', 'of', 'depression', 'anxiety', 'suicidal', 'tendencies', 'and', 'psychological', 'trauma', 'among', 'health']"
3243,good morning everybody  have a great daycrackilton crackiltonomt squeegeekid carnystories hamont hamarts selfpublish setomas stayhome  growyourownweed  mississauga  ,sun aug 02 11:34:32 +0000 2020,"mississauga, ontario",crackilton crackiltonomt squeegeekid carnystories hamont hamarts selfpublish setomas stayhome covid19 growyourownweed,0.675,0.75,positive,"['good', 'morning', 'everybody', 'have', 'a', 'great', 'daycrackilton', 'crackiltonomt', 'squeegeekid', 'carnystories', 'hamont', 'hamarts', 'selfpublish', 'setomas', 'stayhome', 'growyourownweed', 'mississauga']"
3244,our long time coach charlottesider returns for another beach season charlotte is one of our onsite supervisors this year ensuring  protocols are in place regularly and managing the onsite duties ,sat aug 01 12:30:39 +0000 2020,"toronto, ontario",<na>,0.23846153846153847,-0.025,negative,"['our', 'long', 'time', 'coach', 'charlottesider', 'returns', 'for', 'another', 'beach', 'season', 'charlotte', 'is', 'one', 'of', 'our', 'onsite', 'supervisors', 'this', 'year', 'ensuring', 'protocols', 'are', 'in', 'place', 'regularly', 'and', 'managing', 'the', 'onsite', 'duties']"
3245,it was day of seeing and coming full circle  rainbows around the sun drumming to the rhythm of our hearts and socialdistancing soulfamily yes grateful pandemic teamdergah  whitchurchstouffville  ,sun aug 02 18:13:18 +0000 2020,"whitchurch-stouffville, ontario",socialdistancing soulfamily yes grateful pandemic teamdergah,0.55,0.35,positive,"['it', 'was', 'day', 'of', 'seeing', 'and', 'coming', 'full', 'circle', 'rainbows', 'around', 'the', 'sun', 'drumming', 'to', 'the', 'rhythm', 'of', 'our', 'hearts', 'and', 'socialdistancing', 'soulfamily', 'yes', 'grateful', 'pandemic', 'teamdergah', 'whitchurchstouffville']"
3246,happy holiday monday weekend weekendvibes civicholiday dayoff isolation  workingfromhome homeoffice outdoors outside monday mondaymood torontophoto toronto leslieville riverdale riverside ,mon aug 03 12:38:02 +0000 2020,"toronto, ontario",weekend weekendvibes civicholiday dayoff isolation covid19 workingfromhome homeoffice outdoors outside monday mondaymood torontophoto toronto leslieville riverdale riverside,0.525,0.4,positive,"['happy', 'holiday', 'monday', 'weekend', 'weekendvibes', 'civicholiday', 'dayoff', 'isolation', 'workingfromhome', 'homeoffice', 'outdoors', 'outside', 'monday', 'mondaymood', 'torontophoto', 'toronto', 'leslieville', 'riverdale', 'riverside']"
3247,blm updates to graffitialley   queen street west  june  graffiti       ,sat aug 01 12:33:39 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
